Desarrollador,Año,recommend,sentiment_analysis
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,0
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,False,0
Wild Shadow Studios,2012,True,0
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,False,1
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,False,2
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,0
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,False,1
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,0
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,False,0
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,0
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,False,0
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,0
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,False,0
Wild Shadow Studios,2012,True,0
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,0
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,0
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,0
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,0
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,False,0
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,False,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,False,0
Wild Shadow Studios,2012,False,0
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,0
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,0
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,False,1
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,False,0
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,0
Wild Shadow Studios,2012,True,0
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,False,2
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,0
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,False,2
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,False,0
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,False,1
Wild Shadow Studios,2012,False,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,0
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,0
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,False,0
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,0
Wild Shadow Studios,2012,True,0
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,0
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,0
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,False,0
Wild Shadow Studios,2012,True,0
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,False,1
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,False,2
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,0
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,False,1
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,0
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,False,0
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,0
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,False,0
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,0
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,False,0
Wild Shadow Studios,2012,True,0
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,0
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,0
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,0
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,0
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,False,0
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,False,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,False,0
Wild Shadow Studios,2012,False,0
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,0
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,0
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,False,1
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,False,0
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,0
Wild Shadow Studios,2012,True,0
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,False,2
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,0
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,False,2
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,False,0
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,False,1
Wild Shadow Studios,2012,False,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,0
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,0
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,False,0
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,0
Wild Shadow Studios,2012,True,0
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,0
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,0
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,False,0
Wild Shadow Studios,2012,True,0
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,False,1
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,False,2
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,0
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,False,1
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,0
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,False,0
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,0
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,False,0
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,0
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,False,0
Wild Shadow Studios,2012,True,0
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,0
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,0
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,0
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,0
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,False,0
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,False,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,False,0
Wild Shadow Studios,2012,False,0
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,0
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,0
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,False,1
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,False,0
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,0
Wild Shadow Studios,2012,True,0
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,False,2
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,0
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,False,2
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,False,0
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,False,1
Wild Shadow Studios,2012,False,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,0
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,0
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,False,0
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,0
Wild Shadow Studios,2012,True,0
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,0
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,0
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,False,0
Wild Shadow Studios,2012,True,0
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,False,1
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,False,2
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,0
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,False,1
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,0
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,False,0
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,0
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,False,0
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,0
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,2
Wild Shadow Studios,2012,True,1
Wild Shadow Studios,2012,False,0
Wild Shadow Studios,2012,True,0
Wild Shadow Studios,2012,True,2
Strange Loop Games,2012,True,2
Strange Loop Games,2012,True,2
Strange Loop Games,2012,True,2
Eden Industries,2012,True,2
Eden Industries,2012,True,2
Eden Industries,2012,True,2
Eden Industries,2012,True,2
Eden Industries,2012,True,2
Eden Industries,2012,True,2
Piranha Bytes,2012,True,2
Piranha Bytes,2012,False,0
Devil's Details,2012,True,2
Devil's Details,2012,True,2
Nihon Falcom,2012,True,2
Nihon Falcom,2012,True,2
Nihon Falcom,2012,True,2
Nihon Falcom,2012,True,2
Nihon Falcom,2012,True,2
Nihon Falcom,2012,True,2
Rockstar Studios,2012,True,0
Rockstar Studios,2012,False,1
Rockstar Studios,2012,True,1
Rockstar Studios,2012,True,2
Rockstar Studios,2012,True,2
Rockstar Studios,2012,True,2
Rockstar Studios,2012,True,1
Rockstar Studios,2012,True,2
Rockstar Studios,2012,True,1
Rockstar Studios,2012,True,2
Rockstar Studios,2012,True,2
Rockstar Studios,2012,True,2
Rockstar Studios,2012,True,2
Rockstar Studios,2012,True,1
Rockstar Studios,2012,True,2
Rockstar Studios,2012,True,1
Rockstar Studios,2012,True,1
Rockstar Studios,2012,True,1
Rockstar Studios,2012,True,2
Rockstar Studios,2012,True,2
Rockstar Studios,2012,True,0
Rockstar Studios,2012,True,2
Rockstar Studios,2012,True,2
Rockstar Studios,2012,False,1
Rockstar Studios,2012,True,1
"Standing Stone Games, LLC",2012,True,1
"Standing Stone Games, LLC",2012,True,2
"Standing Stone Games, LLC",2012,True,1
"Standing Stone Games, LLC",2012,True,2
"Standing Stone Games, LLC",2012,True,1
"Standing Stone Games, LLC",2012,True,2
"Standing Stone Games, LLC",2012,True,0
"Standing Stone Games, LLC",2012,True,2
"Standing Stone Games, LLC",2012,True,1
"Standing Stone Games, LLC",2012,True,2
"Standing Stone Games, LLC",2012,True,1
"Standing Stone Games, LLC",2012,True,2
"Standing Stone Games, LLC",2012,True,1
"Standing Stone Games, LLC",2012,True,2
"Standing Stone Games, LLC",2012,True,0
"Standing Stone Games, LLC",2012,True,2
"Standing Stone Games, LLC",2012,True,1
"Standing Stone Games, LLC",2012,True,2
"Standing Stone Games, LLC",2012,True,1
"Standing Stone Games, LLC",2012,True,2
"Standing Stone Games, LLC",2012,True,1
"Standing Stone Games, LLC",2012,True,2
"Standing Stone Games, LLC",2012,True,0
"Standing Stone Games, LLC",2012,True,2
Cipher Prime Studios,2012,True,1
Cipher Prime Studios,2012,True,1
BlinkWorks Media,2012,True,2
BlinkWorks Media,2012,False,1
TT Games,2012,True,2
TT Games,2012,True,2
TT Games,2012,False,1
TT Games,2012,True,2
TT Games,2012,True,2
TT Games,2012,False,1
Nexon,2012,True,2
Nexon,2012,True,2
Nexon,2012,True,1
Nexon,2012,True,2
Nexon,2012,True,2
Nexon,2012,True,2
Nexon,2012,True,2
Nexon,2012,True,2
Nexon,2012,True,0
Nexon,2012,True,2
Nexon,2012,True,1
Nexon,2012,True,2
Nexon,2012,True,2
Nexon,2012,True,1
Nexon,2012,True,2
Nexon,2012,True,2
Nexon,2012,True,1
Nexon,2012,True,2
Nexon,2012,True,2
Nexon,2012,True,2
Nexon,2012,True,2
Nexon,2012,True,2
Nexon,2012,True,0
Nexon,2012,True,2
Nexon,2012,True,1
Nexon,2012,True,2
Nexon,2012,True,2
Nexon,2012,True,1
Nexon,2012,True,2
Nexon,2012,True,2
Nexon,2012,True,1
Nexon,2012,True,2
Nexon,2012,True,2
Nexon,2012,True,2
Nexon,2012,True,2
Nexon,2012,True,2
Nexon,2012,True,0
Nexon,2012,True,2
Nexon,2012,True,1
Nexon,2012,True,2
Nexon,2012,True,2
Nexon,2012,True,1
Nexon,2012,True,2
Nexon,2012,True,2
Nexon,2012,True,1
Nexon,2012,True,2
Nexon,2012,True,2
Nexon,2012,True,2
Nexon,2012,True,2
Nexon,2012,True,2
Nexon,2012,True,0
Nexon,2012,True,2
Nexon,2012,True,1
Nexon,2012,True,2
Nexon,2012,True,2
Nexon,2012,True,1
Nexon,2012,True,2
Nexon,2012,True,2
Nexon,2012,True,1
Nexon,2012,True,2
Nexon,2012,True,2
Nexon,2012,True,2
Nexon,2012,True,2
Nexon,2012,True,2
Nexon,2012,True,0
Nexon,2012,True,2
Nexon,2012,True,1
Nexon,2012,True,2
Nexon,2012,True,2
Nexon,2012,True,1
"Standing Stone Games, LLC",2012,False,0
"Standing Stone Games, LLC",2012,True,1
"Standing Stone Games, LLC",2012,True,1
"Standing Stone Games, LLC",2012,True,1
"Standing Stone Games, LLC",2012,True,2
"Standing Stone Games, LLC",2012,False,0
"Standing Stone Games, LLC",2012,True,1
"Standing Stone Games, LLC",2012,True,1
"Standing Stone Games, LLC",2012,True,1
"Standing Stone Games, LLC",2012,True,2
"Standing Stone Games, LLC",2012,False,0
"Standing Stone Games, LLC",2012,True,1
"Standing Stone Games, LLC",2012,True,1
"Standing Stone Games, LLC",2012,True,1
"Standing Stone Games, LLC",2012,True,2
"Standing Stone Games, LLC",2012,False,0
"Standing Stone Games, LLC",2012,True,1
"Standing Stone Games, LLC",2012,True,1
"Standing Stone Games, LLC",2012,True,1
"Standing Stone Games, LLC",2012,True,2
"Standing Stone Games, LLC",2012,False,0
"Standing Stone Games, LLC",2012,True,1
"Standing Stone Games, LLC",2012,True,1
"Standing Stone Games, LLC",2012,True,1
"Standing Stone Games, LLC",2012,True,2
"Ubisoft Paris,Red Storm Entertainment",2012,True,1
Airtight Games,2012,True,2
Airtight Games,2012,True,2
Hi-Rez Studios,2012,False,0
Hi-Rez Studios,2012,False,0
Hi-Rez Studios,2012,True,2
Hi-Rez Studios,2012,True,0
Hi-Rez Studios,2012,True,1
Hi-Rez Studios,2012,True,2
Hi-Rez Studios,2012,True,1
Hi-Rez Studios,2012,True,2
Hi-Rez Studios,2012,True,2
Hi-Rez Studios,2012,True,2
Hi-Rez Studios,2012,False,0
Hi-Rez Studios,2012,True,2
Hi-Rez Studios,2012,True,2
Hi-Rez Studios,2012,False,2
Hi-Rez Studios,2012,True,1
Hi-Rez Studios,2012,True,0
Hi-Rez Studios,2012,True,2
Hi-Rez Studios,2012,True,2
Hi-Rez Studios,2012,True,1
Hi-Rez Studios,2012,True,1
Hi-Rez Studios,2012,True,1
Hi-Rez Studios,2012,True,0
Hi-Rez Studios,2012,True,1
Hi-Rez Studios,2012,True,0
Hi-Rez Studios,2012,True,2
Hi-Rez Studios,2012,True,1
Hi-Rez Studios,2012,True,2
Hi-Rez Studios,2012,True,2
Hi-Rez Studios,2012,True,2
Hi-Rez Studios,2012,True,2
Hi-Rez Studios,2012,True,2
Hi-Rez Studios,2012,True,1
Hi-Rez Studios,2012,True,1
Hi-Rez Studios,2012,True,0
Hi-Rez Studios,2012,True,1
Hi-Rez Studios,2012,True,2
Hi-Rez Studios,2012,True,1
Hi-Rez Studios,2012,True,2
Hi-Rez Studios,2012,False,0
Hi-Rez Studios,2012,False,0
Hi-Rez Studios,2012,True,2
Hi-Rez Studios,2012,True,0
Hi-Rez Studios,2012,True,1
Hi-Rez Studios,2012,True,2
Hi-Rez Studios,2012,True,1
Hi-Rez Studios,2012,True,2
Hi-Rez Studios,2012,True,2
Hi-Rez Studios,2012,True,2
Hi-Rez Studios,2012,False,0
Hi-Rez Studios,2012,True,2
Hi-Rez Studios,2012,True,2
Hi-Rez Studios,2012,False,2
Hi-Rez Studios,2012,True,1
Hi-Rez Studios,2012,True,0
Hi-Rez Studios,2012,True,2
Hi-Rez Studios,2012,True,2
Hi-Rez Studios,2012,True,1
Hi-Rez Studios,2012,True,1
Hi-Rez Studios,2012,True,1
Hi-Rez Studios,2012,True,0
Hi-Rez Studios,2012,True,1
Hi-Rez Studios,2012,True,0
Hi-Rez Studios,2012,True,2
Hi-Rez Studios,2012,True,1
Hi-Rez Studios,2012,True,2
Hi-Rez Studios,2012,True,2
Hi-Rez Studios,2012,True,2
Hi-Rez Studios,2012,True,2
Hi-Rez Studios,2012,True,2
Hi-Rez Studios,2012,True,1
Hi-Rez Studios,2012,True,1
Hi-Rez Studios,2012,True,0
Hi-Rez Studios,2012,True,1
Hi-Rez Studios,2012,True,2
Hi-Rez Studios,2012,True,1
Hi-Rez Studios,2012,True,2
Sakari Indie &amp; GriN,2012,False,2
Sakari Indie &amp; GriN,2012,False,2
Sakari Indie &amp; GriN,2012,False,2
Valve,2012,True,1
Valve,2012,True,2
Valve,2012,True,2
Valve,2012,True,2
Valve,2012,True,2
Valve,2012,True,2
Valve,2012,True,2
Valve,2012,True,1
Valve,2012,True,2
Valve,2012,True,2
Valve,2012,True,1
Valve,2012,True,1
Valve,2012,True,1
Valve,2012,True,1
Valve,2012,True,1
Valve,2012,True,1
Valve,2012,True,2
Valve,2012,True,2
Valve,2012,True,2
Valve,2012,True,2
