Desarrollador,sentiment_analysis
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,0
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,0
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,0
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,0
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,0
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,0
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,0
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,0
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,0
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,0
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,0
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,0
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,0
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,2
Grey Havens,0
Grey Havens,2
Peter Brinson and Kurosh ValaNejad,2
Stainless Games Ltd,2
Day 1 Studios,0
Day 1 Studios,2
Day 1 Studios,2
Day 1 Studios,2
Day 1 Studios,0
Telltale Games,2
Telltale Games,2
Bohemia Interactive,2
Bohemia Interactive,2
Bohemia Interactive,2
Haemimont Games,2
Haemimont Games,2
Haemimont Games,2
Haemimont Games,2
Haemimont Games,2
Haemimont Games,0
Haemimont Games,2
Haemimont Games,2
Haemimont Games,2
Haemimont Games,2
Haemimont Games,2
Haemimont Games,2
Haemimont Games,2
Haemimont Games,2
Haemimont Games,2
Haemimont Games,0
Haemimont Games,2
Haemimont Games,2
Haemimont Games,2
Haemimont Games,2
Two Tribes,2
Two Tribes,2
Two Tribes,2
Two Tribes,2
MinMax Games Ltd.,2
MinMax Games Ltd.,2
MinMax Games Ltd.,2
MinMax Games Ltd.,2
MinMax Games Ltd.,2
MinMax Games Ltd.,2
MinMax Games Ltd.,2
MinMax Games Ltd.,2
MinMax Games Ltd.,2
MinMax Games Ltd.,2
MinMax Games Ltd.,2
MinMax Games Ltd.,2
Three Rings,0
Three Rings,0
Three Rings,0
Three Rings,0
Three Rings,0
Relic,2
Relic,2
Relic,2
Relic,2
1C Company,0
Flying Wild Hog,2
Flying Wild Hog,2
ACE Team,0
ACE Team,0
ACE Team,0
ACE Team,0
ACE Team,0
ACE Team,0
ACE Team,0
ACE Team,0
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,0
Tripwire Interactive,0
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,0
Tripwire Interactive,2
Tripwire Interactive,0
Tripwire Interactive,0
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,0
Tripwire Interactive,0
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,0
Tripwire Interactive,2
Tripwire Interactive,0
Tripwire Interactive,0
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,0
Tripwire Interactive,0
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,0
Tripwire Interactive,2
Tripwire Interactive,0
Tripwire Interactive,0
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
Tripwire Interactive,2
NGD Studios,0
NGD Studios,0
Blackhole,0
Blackhole,0
Gas Powered Games,2
Gas Powered Games,2
Gas Powered Games,2
Gas Powered Games,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,0
Edmund McMillen and Florian Himsl,0
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,0
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,0
Edmund McMillen and Florian Himsl,0
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,0
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,0
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,0
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,0
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,0
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,0
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,0
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,0
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,0
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,0
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,0
Edmund McMillen and Florian Himsl,0
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,0
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,0
Edmund McMillen and Florian Himsl,0
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,0
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,0
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,0
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,0
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,0
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,0
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,0
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,0
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,0
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,0
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,0
Edmund McMillen and Florian Himsl,0
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,0
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,0
Edmund McMillen and Florian Himsl,0
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,0
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,0
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,0
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,0
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,0
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,0
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,0
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,0
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,0
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,0
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,0
Edmund McMillen and Florian Himsl,0
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,0
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,0
Edmund McMillen and Florian Himsl,0
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,0
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,0
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,0
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,0
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,0
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,0
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,0
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,0
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,0
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,0
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Edmund McMillen and Florian Himsl,2
Gas Powered Games,2
Capcom Vancouver,0
Capcom Vancouver,0
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Daybreak Game Company,2
Volition,2
Volition,2
Devil's Details,2
Devil's Details,0
"Team Bondi,Rockstar Leeds",2
"Team Bondi,Rockstar Leeds",2
Stardock Entertainment,2
Reloaded Productions,0
Reloaded Productions,0
Reloaded Productions,2
Reloaded Productions,2
Reloaded Productions,2
Reloaded Productions,2
Reloaded Productions,2
Reloaded Productions,2
Reloaded Productions,0
Reloaded Productions,0
Reloaded Productions,2
Reloaded Productions,2
Reloaded Productions,2
Reloaded Productions,2
Reloaded Productions,2
Reloaded Productions,2
Reloaded Productions,0
Reloaded Productions,2
Reloaded Productions,2
Reloaded Productions,0
Reloaded Productions,2
Reloaded Productions,2
Reloaded Productions,2
Reloaded Productions,2
Reloaded Productions,2
Reloaded Productions,2
Reloaded Productions,0
Reloaded Productions,2
Reloaded Productions,2
Reloaded Productions,2
Reloaded Productions,2
Reloaded Productions,2
Reloaded Productions,2
Reloaded Productions,0
Reloaded Productions,2
Reloaded Productions,0
Reloaded Productions,0
Reloaded Productions,2
Reloaded Productions,2
Reloaded Productions,2
Reloaded Productions,2
Reloaded Productions,2
Reloaded Productions,0
Reloaded Productions,0
Reloaded Productions,0
Reloaded Productions,2
Reloaded Productions,2
Reloaded Productions,2
Reloaded Productions,2
Reloaded Productions,2
Reloaded Productions,2
Reloaded Productions,0
Reloaded Productions,0
Reloaded Productions,2
Reloaded Productions,2
Reloaded Productions,2
Reloaded Productions,2
Reloaded Productions,2
Reloaded Productions,2
Reloaded Productions,0
Reloaded Productions,2
Reloaded Productions,2
Reloaded Productions,0
Reloaded Productions,2
Reloaded Productions,2
Reloaded Productions,2
Reloaded Productions,2
Reloaded Productions,2
Reloaded Productions,2
Reloaded Productions,0
Reloaded Productions,2
Reloaded Productions,2
Reloaded Productions,2
Reloaded Productions,2
Reloaded Productions,2
Reloaded Productions,2
Reloaded Productions,0
Reloaded Productions,2
Reloaded Productions,0
Reloaded Productions,0
Reloaded Productions,2
Reloaded Productions,2
Reloaded Productions,2
Reloaded Productions,2
Reloaded Productions,2
Reloaded Productions,0
Reloaded Productions,0
Reloaded Productions,0
Reloaded Productions,2
Reloaded Productions,2
Reloaded Productions,2
Reloaded Productions,2
Reloaded Productions,2
Reloaded Productions,2
Reloaded Productions,0
Reloaded Productions,0
Reloaded Productions,2
Reloaded Productions,2
Reloaded Productions,2
Reloaded Productions,2
Reloaded Productions,2
Reloaded Productions,2
Reloaded Productions,0
Reloaded Productions,2
Reloaded Productions,2
Reloaded Productions,0
Reloaded Productions,2
Reloaded Productions,2
Reloaded Productions,2
Reloaded Productions,2
Reloaded Productions,2
Reloaded Productions,2
Reloaded Productions,0
Reloaded Productions,2
Reloaded Productions,2
Reloaded Productions,2
Reloaded Productions,2
Reloaded Productions,2
Reloaded Productions,2
Reloaded Productions,0
Reloaded Productions,2
Reloaded Productions,0
Reloaded Productions,0
Reloaded Productions,2
Reloaded Productions,2
Reloaded Productions,2
